Index,Track URI,Artist Name,Track Name,Release Date,Danceability,Energy,Key,Loudness,Mode,Speechiness,Accousticness,Instrumentalness,Liveness,Valence,Tempo,popularity
145,spotify:track:5lnsCyEKWofnC00U4Ax0ti,Rihanna,Bitch Better Have My Money,2015-03-26,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94e-06,0.257,0.395,102.99,0
146,spotify:track:0t6IEH0yGXKMaU86asSmzg,Post Malone,No Option,2016-12-09,0.655,0.725,2,-5.055,1,0.053,0.0877,0,0.252,0.463,84.014,0
147,spotify:track:42CeaId2XNlxugDvyqHfDf,Post Malone,Candy Paint,2017-10-20,0.765,0.688,4,-5.566,1,0.0841,0.633,0,0.0734,0.434,90.013,1
148,spotify:track:3gWu8y0TKCIdy2mpTqVnTl,NF,Let You Down,2017-09-15,0.658,0.715,5,-5.688,0,0.122,0.319,0,0.181,0.473,147.993,50
149,spotify:track:7uoMPWQIGU8wwrPrc94x1m,A Boogie Wit da Hoodie,Beast Mode (feat. PnB Rock & YoungBoy Never Broke Again),2017-09-07,0.611,0.478,0,-5.839,1,0.107,0.035,0,0.107,0.138,172.076,0
150,spotify:track:2TMwRTWOp6VZXfICqrtdbq,PnB Rock,Scrub,2017-11-10,0.541,0.695,5,-6.376,0,0.233,0.0815,0,0.0624,0.541,158.009,0
151,spotify:track:7AJaLDZCZuhsk2ReaqBpg4,The Presets,My People,2008-04-12,0.563,0.915,5,-2.452,1,0.0363,0.0149,1.35e-05,0.176,0.263,126.982,54
152,spotify:track:237o8oWMAW6N5YkwbLmQJp,Big Sean,Pull Up N Wreck (With Metro Boomin),2017-11-03,0.596,0.438,10,-7.307,1,0.478,0.0109,0.000106,0.173,0.104,115.884,0
153,spotify:track:2A5gkEMaJIqq7TBTIwCZFf,T-Pain,Turn All the Lights On,2012-04-27,0.697,0.807,6,-3.049,0,0.0587,0.0382,0,0.471,0.732,127.01,30
154,spotify:track:1CKhx6sSkUxzomXnYZqSMh,BROCKHAMPTON,TOKYO,2017-08-25,0.632,0.625,2,-5.781,1,0.291,0.0644,0,0.689,0.535,139.981,57
155,spotify:track:2Xqd0wUttjueBfdcltADOv,G-Eazy,No Limit,2017-09-07,0.838,0.771,1,-3.791,1,0.244,0.0117,0,0.0853,0.405,175.957,3
156,spotify:track:5hlWtrnVUyAze5WkxF9P56,Rihanna,Rude Boy,2009-11-20,0.563,0.75,11,-4.496,1,0.127,0.113,0,0.0788,0.812,173.906,0
157,spotify:track:2DgMxFMUQRPthW4ROhjen1,BROCKHAMPTON,SWEET,2017-08-25,0.718,0.628,10,-6.007,0,0.223,0.543,0,0.116,0.722,92.107,67
158,spotify:track:6T8cJz5lAqGer9GUHGyelE,Drake,God's Plan,2018-01-20,0.755,0.448,7,-9.587,1,0.107,0.0283,3.28e-05,0.514,0.318,77.179,5
159,spotify:track:3tvkzvUTF0yoq3pdBi81I0,Drake,Diplomatic Immunity,2018-01-20,0.663,0.846,0,-5.226,1,0.453,0.00472,0,0.292,0.526,75.137,0
160,spotify:track:3muBQDekYAg7jm6hDu6R0Z,Tee Grizzley,First Day Out,2017-04-07,0.587,0.711,1,-6.33,1,0.42,0.171,0,0.125,0.381,98.008,72
161,spotify:track:7DXbIJE3OsytBIxpCYqwFM,Bru-C,Don't Wanna Know,2017-07-07,0.796,0.884,11,-5.409,0,0.161,0.214,2.77e-06,0.164,0.35,134.038,50
162,spotify:track:2UVbBKQOdFAekPTRsnkzcf,Migos,Stir Fry,2018-01-26,0.817,0.816,2,-5.402,1,0.269,0.00263,0,0.159,0.508,181.982,72
163,spotify:track:4Rz2oMtjx93aWs2g6JSHys,SOB X RBE,Paramedic!,2018-02-09,0.858,0.647,1,-5.398,1,0.143,0.16,0,0.143,0.466,97.047,0
164,spotify:track:2YzmfPLqUx5CJOaw5ThsBV,A$AP Ferg,Plain Jane REMIX (feat. Nicki Minaj),2017-12-15,0.791,0.839,11,-4.284,1,0.266,0.0588,6.26e-05,0.259,0.383,170.113,73
165,spotify:track:7sO5G9EABYOXQKNPNiE9NR,Offset,Ric Flair Drip (& Metro Boomin),2017-10-30,0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007,81
166,spotify:track:4Zkjhf26f6Ai7qSMjt1Yue,Saweetie,ICY GRL,2017-12-15,0.927,0.563,7,-5.827,1,0.175,0.0306,0,0.0736,0.842,103.312,0
167,spotify:track:14RRHdmfjGPhuWBhkl4Ne4,A Boogie Wit da Hoodie,Ransom,2016-10-28,0.755,0.69,1,-4.823,1,0.161,0.0133,0,0.078,0.336,175.928,54
168,spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL,BlocBoy JB,Look Alive (feat. Drake),2018-02-09,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,76
169,spotify:track:3LmuxO8mh3wwIfRUqHJFFy,50 Cent,I'm The Man,2016-02-12,0.79,0.45,8,-7.571,0,0.195,0.335,0,0.125,0.273,98.064,67
170,spotify:track:42GcjriRK6srwHkfbkBqVl,Kanye West,Blood On The Leaves,2013-06-18,0.397,0.69,2,-4.108,0,0.195,0.395,0,0.101,0.36,172.073,66
171,spotify:track:3RKblQNJs8HPvWBgXmq6nn,Kanye West,Send It Up,2013-06-18,0.579,0.544,9,-5.193,1,0.352,0.292,7.41e-05,0.282,0.365,93.562,56
172,spotify:track:0a8uknDuoiWLuACnaLPlgr,Tyga,Faded,2012-01-01,0.841,0.631,1,-8.755,1,0.241,0.0196,0,0.323,0.328,95.075,0
173,spotify:track:5nN8BwAQDJDguq7Dpd3JQQ,Future,Where Ya At (feat. Drake),2015-07-17,0.813,0.453,1,-6.941,1,0.338,0.0933,0,0.14,0.191,161.997,67
174,spotify:track:4JnjNZI87VJhQBJU94yVD5,Bonkaz,What You Want,2018-01-19,0.741,0.838,1,-4.875,1,0.13,0.391,0.000126,0.321,0.627,107.98,0
175,spotify:track:1ZHYJ2Wwgxes4m8Ba88PeK,Kanye West,Monster,2010-11-22,0.628,0.692,2,-5.64,1,0.202,0.00244,0.0129,0.668,0.0963,124.887,72
176,spotify:track:08qFPu7ksp9KrQJJPuFXxu,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",2018-01-12,0.645,0.717,1,-5.056,1,0.293,0.000844,0,0.183,0.383,137.136,0
177,spotify:track:1sJU5QlgpMaORYwMi1DR9o,Drake,Diamonds Dancing,2015-09-20,0.522,0.362,1,-10.827,1,0.048,0.139,2.83e-05,0.111,0.17,135.797,0
178,spotify:track:2iaCM7WvOknQI1230hA9eK,Kanye West,Homecoming,2007-09-11,0.679,0.754,8,-6.965,1,0.186,0.323,0,0.126,0.905,86.993,0
179,spotify:track:66Q3fAmSX5eHamgbKa9alP,Kanye West,Real Friends,2016-06-10,0.441,0.744,6,-6.248,0,0.476,0.262,0.000382,0.138,0.124,81.396,66
180,spotify:track:2FYX4wvKt6bX09v92vxxKO,ANTHM,God of Joy,2012-06-14,0.765,0.736,11,-6.785,1,0.11,0.0886,0,0.128,0.699,124.939,44
181,spotify:track:2cGJxXXIBrxMhk2fWUJTLs,Grits,Ooh Ahh (My Life Be Like) (feat. Toby Mac),2002-08-06,0.757,0.862,2,-3.519,1,0.0695,0.114,0.000192,0.285,0.823,99.021,73
182,spotify:track:1cTZMwcBJT0Ka3UJPXOeeN,Drake,Nice For What,2018-04-06,0.567,0.913,8,-6.471,1,0.0736,0.0934,0.000124,0.114,0.792,93.35,5
183,spotify:track:43PuMrRfbyyuz4QpZ3oAwN,Bryson Tiller,Exchange,2015-10-02,0.525,0.433,6,-10.598,1,0.185,0.107,0,0.135,0.276,160.108,78
184,spotify:track:7giJloJaYKHBVnxmck789F,Jaden,Icon,2017-11-17,0.573,0.81,9,-5.088,0,0.374,0.228,0,0.474,0.463,119.978,0
185,spotify:track:18GC3F8YPGB8CePXcTUizQ,Fall Out Boy,Thnks fr th Mmrs,2007-01-01,0.459,0.891,10,-5.057,0,0.0623,0.00511,0,0.106,0.588,154.837,0
186,spotify:track:0yV2mYkmhWcW6EUjF4d0y1,G-Eazy,1942 (feat. Yo Gotti & YBN Nahmir),2018-04-12,0.821,0.629,4,-5.125,0,0.271,0.0202,0,0.0925,0.816,162.973,6
187,spotify:track:3n43ZnYMspk9dMYxx61Sgz,Das,Dubai Drip,2018-02-22,0.866,0.542,9,-7.907,1,0.327,0.0646,0,0.0963,0.389,100.006,0
188,spotify:track:3zmduBNsQ6BPDTZAkXzG5K,Roy Jones Jr.,Can't Be Touched (feat. Mr. Magic & Trouble),2004-10-26,0.642,0.777,4,-4.809,0,0.094,0.00323,0,0.227,0.413,96.986,73
189,spotify:track:35b08f3X5XiuTV0oJHZB9g,Kasabian,Club Foot,2004,0.426,0.916,0,-6.861,1,0.0638,0.0224,1.37e-05,0.093,0.112,102.297,54
190,spotify:track:3NSmC1EQKOdUe6KhMrDDk5,Joyner Lucas,I Don't Die,2018-05-02,0.743,0.876,1,-4.326,1,0.301,0.099,0,0.119,0.574,149.041,64
191,spotify:track:2GD8Ia7rtJzfgTIy20TaRI,Fall Out Boy,"This Ain't A Scene, It's An Arms Race",2007-01-01,0.435,0.887,9,-4.07,1,0.0636,0.000747,0,0.0327,0.408,199.935,0
192,spotify:track:39h7qYbmksGgxQzDH9X7Aq,Drake,Energy,2015-02-12,0.748,0.571,11,-7.916,1,0.478,0.38,0,0.534,0.553,172.105,0
193,spotify:track:267ZRvvVgsGPevJuvEGyug,ScHoolboy Q,"3 on (feat. Tinashe, Drake)",2015-04-06,0.797,0.569,9,-8.554,1,0.112,0.153,0,0.296,0.51,101.02,0
194,spotify:track:54oMZ3blwWwuPN4wEoG5mk,Drake,I'm Upset,2018-05-26,0.899,0.592,11,-7.901,0,0.333,0.263,0,0.0831,0.504,149.953,1
195,spotify:track:6TE03cjEXy8JKTvPA8hDfp,Tyga,Taste (feat. Offset),2018-05-16,0.883,0.55,0,-7.533,1,0.126,0.0245,0,0.101,0.364,97.986,49
196,spotify:track:5nIu0VwPOsjkF61zfevLKh,Kanye West,Hold My Liquor,2013-06-18,0.497,0.322,8,-10.358,1,0.0333,0.0194,7.72e-06,0.115,0.04,106.976,64
197,spotify:track:2r4JRwcbIeuAzWjH4YXlLs,Kanye West,Yikes,2018-06-01,0.676,0.777,1,-3.241,0,0.357,0.145,0,0.228,0.226,173.931,1
198,spotify:track:3Au91jH0RwGi376fYYCXKV,Kanye West,Heartless,2008-11-24,0.788,0.647,6,-6.135,1,0.108,0.0361,0,0.249,0.597,87.984,0
199,spotify:track:3jGYpYY6jm48GArqKDnuwG,Tee Grizzley,Fuck It Off (feat. Chris Brown),2018-05-11,0.801,0.578,1,-7.148,1,0.201,0.0728,0,0.185,0.126,100.032,61
200,spotify:track:3qAyjdhtnU2a14rrRKEkcE,VIC MENSA,Reverse (Ft. G-Eazy),2018-06-08,0.836,0.703,0,-4.732,1,0.107,0.0301,0,0.124,0.213,144.959,59
201,spotify:track:6gKXeygYSatXEo9C1pIZFp,A$AP Rocky,Praise The Lord (Da Shine) (feat. Skepta),2018-05-25,0.855,0.568,5,-8.2,0,0.105,0.0588,0.104,0.0944,0.291,80.027,47
202,spotify:track:62fX2b2VUsHk0S6Jhc24B2,Lloyd,Swimming Pools,2016-01-15,0.577,0.606,9,-5.862,1,0.285,0.0819,0,0.214,0.204,147.534,45
203,spotify:track:0X8DcetL926BYiPJYstJTc,Juice WRLD,Lucid Dreams,2018-05-23,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,1
204,spotify:track:42zd6DYQ4o4SECmTITrM1U,Meek Mill,Dreams and Nightmares,2012-10-26,0.631,0.774,11,-2.459,1,0.3,0.468,0,0.281,0.44,79.745,72
205,spotify:track:4UBSsMrMoJVBjDkEFZKR8k,Meek Mill,Left Hollywood,2017-05-06,0.459,0.872,1,-4.493,1,0.491,0.164,0,0.142,0.275,176.625,39
206,spotify:track:3i1B1PnsfnOQPGVIzhf1lr,Meek Mill,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",2017-12-15,0.723,0.732,11,-5.514,1,0.0864,0.11,0,0.484,0.503,104.991,73
207,spotify:track:2Vx8E3K5icPZR7OCklWBXX,Drake,Nonstop,2018-06-29,0.909,0.405,6,-8.133,0,0.14,0.0306,0.00698,0.105,0.455,154.984,1
208,spotify:track:1iSZPndzmY6NvL1jAtIvY1,Drake,I'm Upset,2018-06-29,0.899,0.587,11,-7.866,0,0.338,0.279,0,0.0835,0.49,149.993,0
209,spotify:track:5fcM0StdQxMjzulVGhFkHN,Drake,8 Out Of 10,2018-06-29,0.534,0.684,11,-7.874,0,0.717,0.164,0,0.499,0.338,170.416,0
210,spotify:track:7txPE73wHbuXYkM1h8zNrG,Drake,Mob Ties,2018-06-29,0.755,0.575,4,-8.392,0,0.0673,0.0443,0.00127,0.276,0.493,85.994,1
211,spotify:track:7cfvP13Bqb1EyCZQiYsLum,Drake,Can’t Take A Joke,2018-06-29,0.878,0.432,10,-9.852,0,0.143,0.041,0,0.0571,0.441,86.956,1
212,spotify:track:0HVv5bEOiI9a0QfgcASXpX,Drake,Nice For What,2018-06-29,0.7,0.909,8,-6.461,1,0.0628,0.0884,0.000114,0.0778,0.757,93.469,0
213,spotify:track:4euDzhTCOW2MYGBiHBbmQy,Bousmara Division N°1,The Story Of Adidon,2018-06-08,0.478,0.735,0,-4.786,1,0.482,0.598,0,0.107,0.625,76.237,0
214,spotify:track:5nmIw3x63nyPhOxUaNSWuz,88rising,History,2018-07-18,0.554,0.589,3,-8.163,0,0.231,0.613,0.000257,0.0982,0.414,74.982,0
215,spotify:track:55GiOwtxNajXVbpjjIzMnD,Tyga,SWISH,2018-07-25,0.884,0.541,11,-5.608,1,0.221,0.0831,0,0.118,0.274,105.009,68
216,spotify:track:1RNqHh3As8d9H2YqXMTH88,Jordan Solomon,Kylie,2017-03-12,0.469,0.736,0,-5.94,1,0.319,0.118,0,0.113,0.692,92.03,28
217,spotify:track:1QRJb5VY3sIkCKcTuIKCrk,YBN Nahmir,Rubbin off the Paint,2018-01-26,0.596,0.699,1,-8.709,1,0.348,0.00582,0,0.174,0.435,108.031,57
218,spotify:track:6ekV6MGnPTuCOnjB4VcWGc,Jazz Cartier,Dead Or Alive,2015-09-18,0.456,0.793,5,-5.569,1,0.65,0.175,0,0.169,0.707,205.348,60
219,spotify:track:0lmtKyI9HyhgnpyI0jWgEU,Skepta,It Ain't Safe,2016-05-06,0.903,0.521,1,-8.174,1,0.318,0.00799,0,0.119,0.761,150.018,0
220,spotify:track:2E124GmJRnBJuXbTb4cPUB,6ix9ine,FEFE (feat. Nicki Minaj & Murda Beatz),2018-07-22,0.931,0.387,1,-9.127,1,0.412,0.088,0,0.136,0.376,125.978,3
221,spotify:track:6Rtug7pmJtXarD0fTtRlt0,Meek Mill,1 AM,2018-07-06,0.901,0.65,2,-4.137,1,0.0981,0.0038,0,0.111,0.295,100.298,56
222,spotify:track:3qnoOm4fwZPBS116f5hpgF,Kanye West,All Mine,2018-06-01,0.925,0.308,11,-6.562,0,0.338,0.125,0,0.0933,0.265,122.099,1
223,spotify:track:7h3jffi0bxLZFnq5zHmiIf,P Money,Dun Know,2016-08-26,0.707,0.812,0,-7.359,1,0.152,0.0814,0,0.0444,0.928,135.978,25
224,spotify:track:5ZJABzmKr9flocrtQqbINO,Denzel Curry,CASH MANIAC | CAZH MAN1AC [FEAT. NYYJERYA],2018-07-27,0.544,0.694,11,-6.648,0,0.428,0.0872,0,0.508,0.4,119.005,51
225,spotify:track:3HXSQWIyz7CUEI96kUurwn,Denzel Curry,SUPER SAIYAN SUPERMAN | ZUPER ZA1YAN ZUPERMAN,2018-07-27,0.76,0.715,1,-7.128,1,0.0428,0.0543,9.07e-06,0.119,0.0479,142.035,53
226,spotify:track:1BuZAIO8WZpavWVbbq3Lci,Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,2018-05-04,0.713,0.831,1,-4.75,0,0.15,0.0168,0,0.118,0.584,173.948,70
227,spotify:track:4CyNQIQasNUfpT9nrnmX0S,KYLE,iSpy (feat. Lil Yachty) - No Intro,2017-06-02,0.728,0.633,0,-6.695,1,0.227,0.412,0,0.105,0.687,150.033,65
228,spotify:track:29tc0GbW0pTSBZSCZF3NWk,Juice WRLD,Lean Wit Me,2018-05-23,0.665,0.651,1,-5.515,1,0.156,0.0414,0,0.0896,0.237,163.935,0
229,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott,SICKO MODE,2018-08-03,0.834,0.73,8,-3.714,1,0.222,0.00513,0,0.124,0.446,155.008,87
230,spotify:track:2RM4jf1Xa9zPgMGRDiht8O,YG,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",2018-05-25,0.743,0.339,1,-7.678,1,0.409,0.00582,0,0.0812,0.118,203.927,0
231,spotify:track:688QpQAwqsLdBR6lr13wK1,Post Malone,Same Bitches (feat. G-Eazy & YG),2018-04-27,0.731,0.774,10,-5.273,0,0.0555,0.434,3.34e-06,0.114,0.219,100.005,70
232,spotify:track:1jr1BnpXymcf2i97mTR8tJ,Migos,Walk It Talk It,2018-01-26,0.909,0.631,9,-5.447,1,0.205,0.0717,0,0.108,0.394,145.968,0
233,spotify:track:33tNYw9oMtSkGe27NpgS64,Quavo,WORKIN ME,2018-08-10,0.79,0.629,8,-4.055,1,0.142,0.182,7.06e-06,0.338,0.267,170.023,58
234,spotify:track:6rDaCGqcQB1urhpCrrD599,J. Cole,Album of the Year - Freestyle,2018-08-07,0.705,0.816,10,-7.046,0,0.32,0.0805,0,0.476,0.929,94.211,59
235,spotify:track:3ee8Jmje8o58CHK66QrVC2,XXXTENTACION,SAD!,2018-03-16,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,86
236,spotify:track:4K34wkUKqd7leweceYqPFM,Nicki Minaj,Barbie Dreams,2018-08-10,0.852,0.787,8,-4.134,0,0.334,0.315,0,0.194,0.701,87.976,48
237,spotify:track:4gShB3VkRqeP7FT4AcdxJ5,Nipsey Hussle,Call from the Bank (feat. Mgmt),2013-10-02,0.679,0.821,8,-8.452,1,0.303,0.253,0,0.623,0.614,103.014,48
238,spotify:track:67T0J1IDGgRwNMp3vWYaVb,Denzel Curry,Zenith,2016-10-14,0.594,0.705,3,-5.276,0,0.0966,0.0871,0,0.154,0.21,91.715,51
239,spotify:track:0kCakXs4r2adpGE43JXsFg,Nicki Minaj,Chun-Li,2018-08-10,0.686,0.728,6,-5.083,0,0.376,0.276,4.66e-05,0.106,0.473,128.972,50
240,spotify:track:16sbugRbf9xEKlekuQ7Whm,Black Eyed Peas,Imma Be,2009-01-01,0.597,0.517,0,-6.963,1,0.365,0.179,0,0.307,0.412,92.035,62
241,spotify:track:3GepFYnjDXYQtyVmGw0vnK,DJ BomaNdoki,Duppy Freestyle,2018-07-20,0.585,0.727,3,-9.658,0,0.23,0.106,0,0.18,0.255,93.628,0
242,spotify:track:2tl23RrczaSyVeiCwWzVDs,Dizzee Rascal,Money Right,2018-09-14,0.801,0.765,2,-5.944,1,0.167,0.251,0,0.235,0.405,150.002,49
243,spotify:track:5aPTXmUEZhGYOBzeZZTF7K,Dizzee Rascal,Spin Ya,2018-09-14,0.515,0.876,1,-5.647,1,0.393,0.14,0,0.741,0.619,177.32,28
244,spotify:track:5OnNFaUjue55aBaKIaT63K,Dizzee Rascal,Don't Gas Me,2018-09-14,0.875,0.938,11,-4.272,0,0.116,0.164,0,0.51,0.966,131.986,56
245,spotify:track:2LNMhZ3YijTO7USmqjgJfG,Denzel Curry,CLOUT COBAIN | CLOUT CO13A1N,2018-07-27,0.794,0.448,10,-4.771,0,0.0539,0.591,0,0.109,0.588,120.055,71
246,spotify:track:5vm7y9SmcH0S1NOQanb8rQ,Denzel Curry,BLACK METAL TERRORIST | 13 M T,2018-07-27,0.626,0.659,0,-8.324,0,0.129,0.0182,1.01e-06,0.348,0.112,77.005,52
247,spotify:track:1eLSF6HfrRA0AsNmTkUlKx,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",2018-02-09,0.566,0.724,1,-4.574,1,0.323,0.00102,0,0.158,0.407,81.774,65
248,spotify:track:2qfR91VvO7hRp4IajDT08h,Tyga,Dip (feat. Nicki Minaj),2018-09-18,0.885,0.543,2,-6.338,1,0.2,0.0311,0,0.154,0.43,99.026,57
249,spotify:track:3TOfcOKNuu6ZPZXJie5msH,Bryson Tiller,Canceled,2018-09-11,0.767,0.611,5,-5.173,0,0.0983,0.157,0.0116,0.0836,0.11,94.034,65
250,spotify:track:3ZUALyBZfm4pRaMXMYRbbg,Dynoro,In My Mind,2018-06-08,0.675,0.75,6,-5.266,1,0.157,0.257,1.69e-05,0.151,0.131,125.854,60
251,spotify:track:0dbTQYW3Ad1FTzIA9t90E8,Lil Wayne,Mona Lisa (feat. Kendrick Lamar),2018-09-28,0.856,0.694,2,-4.393,1,0.169,0.371,0,0.109,0.489,122.08,68
252,spotify:track:2DnH4XlEkghUdE8ymdVom5,Lil Wayne,Open Letter,2018-09-28,0.765,0.55,9,-6.299,0,0.357,0.0283,0,0.139,0.361,97.004,54
253,spotify:track:68lOQPb5tX8U2cQRuas0L2,Lil Wayne,Used 2,2018-09-28,0.677,0.665,5,-6.949,1,0.487,0.337,0,0.115,0.522,87.637,55
254,spotify:track:1FmdAhS8FqRoEJ4jcSfuKZ,Logic,ICONIC (ft. Jaden Smith),2018-09-28,0.388,0.777,1,-5.55,1,0.241,0.00575,0,0.288,0.192,175.933,59
255,spotify:track:6yxYCurtUz8MOAgWGxlAzP,G-Eazy,Endless Summer Freestyle (feat. YG),2018-10-02,0.662,0.704,7,-4.062,1,0.463,0.0893,0,0.785,0.514,85.882,44
256,spotify:track:7lAK3oHbfEnvUQWosrMMpR,Travis Scott,YOSEMITE,2018-08-03,0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,78
257,spotify:track:6ivXOqveSw4Fp67FIWwAL4,SHOTTY HORROH,Danger,2018-10-12,0.679,0.909,2,-3.553,1,0.0461,0.0263,0,0.287,0.498,102.112,27
258,spotify:track:7KOlJ92bu51cltsD9KU5I7,Migos,T-Shirt,2017-01-27,0.865,0.687,10,-3.744,0,0.217,0.242,0,0.158,0.486,139.023,69
259,spotify:track:5vdyFUX1f1DswRYWckbp0a,Xavier Wulf,Check It out (Remix) [feat. Skepta],2018-01-10,0.851,0.526,9,-10.909,0,0.149,0.151,0,0.103,0.663,156.045,34
260,spotify:track:4at3d5QWnlibMVN75ECDrp,6LACK,Pretty Little Fears (feat. J. Cole),2018-09-14,0.61,0.458,9,-11.336,1,0.36,0.696,0.000103,0.0852,0.246,192.099,76
261,spotify:track:3wScL5W8H40zzCKN0atfBk,Lil Wayne,Uproar,2018-09-28,0.743,0.87,1,-2.188,1,0.212,0.0595,0,0.299,0.884,99.079,71
262,spotify:track:6wWaVoUOzLQJHd3bWAUpdZ,Lil Baby,"Never Recover (Lil Baby & Gunna, Drake)",2018-10-05,0.753,0.686,1,-5.415,0,0.284,0.0677,0,0.193,0.886,132.055,70
263,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,Migos,Bad and Boujee (feat. Lil Uzi Vert),2017-01-27,0.927,0.665,11,-5.313,1,0.244,0.061,0,0.123,0.175,127.076,76
264,spotify:track:7yotKA30dwTKNEGomV9ZsI,J. Cole,KOD,2018-04-20,0.823,0.783,0,-6.274,1,0.154,0.21,0,0.113,0.199,141.882,71
265,spotify:track:18X66zTXdEoI0ZPzabGSAF,Skepta,Track 12,2012-12-16,0.733,0.703,2,-7.429,1,0.154,0.0357,0,0.1,0.535,140.039,0
266,spotify:track:5kkxyqYSQrnHpfsmkjKi81,BROCKHAMPTON,NEW ORLEANS,2018-09-21,0.639,0.815,11,-4.962,0,0.252,0.232,0,0.299,0.4,159.903,56
267,spotify:track:6vN77lE9LK6HP2DewaN6HZ,Lil Baby,Yes Indeed,2018-05-18,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,79
268,spotify:track:55DuTmvSGwNQR4cBgqYuYL,Tyga,Dope,2013-01-01,0.584,0.531,0,-6.907,1,0.375,0.0115,0,0.126,0.346,94.907,49
269,spotify:track:5wujBwqG7INdStqGd4tRMX,Juice WRLD,Armed And Dangerous,2018-12-10,0.736,0.67,10,-6.702,1,0.311,0.186,0,0.114,0.845,130.032,81
270,spotify:track:3qX1dqmDdmMvvfMVfsx4Bh,Kendrick Lamar,m.A.A.d city,2012-10-22,0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048,67
271,spotify:track:1BR5vhAlaoUiijQ28p6jlN,Kendrick Lamar,Backseat Freestyle,2012-10-22,0.546,0.651,1,-7.601,1,0.3,0.000739,0,0.235,0.646,77.878,59
272,spotify:track:5h5tBFnbcVioFXiOixTn6E,Kendrick Lamar,"Bitch, Don’t Kill My Vibe",2012-10-22,0.587,0.698,1,-8.948,1,0.0943,0.0152,0,0.442,0.0985,133.954,66
273,spotify:track:7ujbNS6fmb82EcZfiDsUd5,A$AP Rocky,Ghetto Symphony,2013-01-11,0.483,0.926,6,-3.361,1,0.422,0.265,0,0.529,0.523,128.137,0
274,spotify:track:5ByAIlEEnxYdvpnezg7HTX,The Notorious B.I.G.,Juicy - 2005 Remaster,1994-09-13,0.889,0.816,9,-4.67,1,0.247,0.472,0,0.204,0.777,96.056,76
275,spotify:track:6Tsu3OsuMz4KEGKbOYd6A0,The Notorious B.I.G.,Hypnotize - 2007 Remaster,2007-03-05,0.895,0.694,9,-4.384,1,0.275,0.176,0,0.292,0.632,93.944,69
276,spotify:track:7AFASza1mXqntmGtbxXprO,XXXTENTACION,changes,2018-03-16,0.669,0.308,11,-10.068,1,0.029,0.883,0,0.0984,0.52,64.934,85
277,spotify:track:3wFnBRnYgpdoBQyXl3NxoH,Jaden,Plastic,2018-11-17,0.759,0.733,10,-7.015,0,0.165,0.201,0,0.13,0.411,144.96,52
278,spotify:track:62GXGpd73vslqIBHq8XqOx,The Carters,APESHIT,2018-06-18,0.706,0.785,2,-6.475,1,0.271,0.0131,0,0.164,0.377,160.033,67
279,spotify:track:7e44z4wOjkllaD8eulUeMd,Nicki Minaj,Truffle Butter,2014-12-15,0.89,0.667,2,-6.862,1,0.0521,0.0579,2.97e-05,0.108,0.522,105.099,65
280,spotify:track:49fT6owWuknekShh9utsjv,Kanye West,Feedback,2016-06-10,0.811,0.566,8,-6.033,0,0.517,0.563,0,0.104,0.169,100.224,61
281,spotify:track:7rY1py6YVjgxYPYTi5z460,VIC MENSA,Dark Things,2018-12-14,0.572,0.577,10,-6.044,0,0.135,0.00893,0,0.166,0.25,161.905,50
282,spotify:track:2IRZnDFmlqMuOrYOLnZZyc,Meek Mill,Going Bad (feat. Drake),2018-11-30,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,82
283,spotify:track:3EQ9QP2E7wjYQba8OSPBst,Meek Mill,Intro,2018-11-30,0.678,0.76,1,-5.546,1,0.221,0.0557,0,0.359,0.24,96.044,57
284,spotify:track:45CCe4gu08OYG1I4MH8TU6,Meek Mill,Trauma,2018-11-30,0.682,0.639,8,-4.406,1,0.292,0.0284,0,0.197,0.183,89.09,52
285,spotify:track:5DTOk0tCrmicVQP4mc6hkr,Meek Mill,Championships,2018-11-30,0.488,0.803,6,-4.165,0,0.205,0.0786,0,0.215,0.319,167.329,54
286,spotify:track:35J4wXQeRuHNOEArMy6FOe,Meek Mill,Tic Tac Toe (feat. Kodak Black),2018-11-30,0.821,0.72,10,-4.606,0,0.222,0.00902,7.07e-06,0.158,0.285,150.039,55
