,artist_name,track_name,release_date,danceability,energy,key,loudness,mode,speechiness,accousticness,instrumentalness,liveness,valence,tempo,popularity,cluster
338,Tyga,Floss In The Bank,2019-01-14,0.863,0.77,8,-3.832,0,0.10400000000000001,0.105,0.0,0.0499,0.7979999999999999,103.932,50,1
339,Stormzy,Vossi Bop,2019-04-26,0.682,0.653,8,-6.062,1,0.33899999999999997,0.13,0.00116,0.129,0.428,188.115,70,3
340,Mustard,"100 Bands (feat. Quavo, 21 Savage, YG & Meek Mill)",2019-05-10,0.871,0.493,9,-6.775,1,0.33799999999999997,0.0104,0.0,0.0917,0.157,93.016,57,2
341,Joyner Lucas,Devil's Work,2019-05-02,0.598,0.648,2,-6.986000000000001,1,0.38,0.209,0.0,0.109,0.235,98.64399999999999,28,2
342,6ix9ine,WAKA,2018-11-27,0.772,0.812,0,-3.995,0,0.153,0.0834,0.0,0.115,0.655,97.40700000000001,0,7
343,6ix9ine,WONDO,2018-11-27,0.775,0.853,7,-5.867000000000001,1,0.298,0.0785,0.0,0.147,0.537,92.93799999999999,0,7
344,6ix9ine,KANGA,2018-11-27,0.9009999999999999,0.598,1,-6.934,1,0.17,0.0192,0.0,0.0791,0.355,117.9,0,7
345,6ix9ine,GUMMO,2018-04-10,0.66,0.775,2,-4.926,1,0.172,0.0553,0.0,0.129,0.635,157.036,66,3
346,Skepta,Greaze Mode,2019-05-09,0.7809999999999999,0.72,6,-8.347000000000001,0,0.165,0.11199999999999999,4.1e-05,0.153,0.40299999999999997,150.07399999999998,54,2
347,Denzel Curry,SPEEDBOAT,2019-05-22,0.925,0.628,6,-7.587000000000001,1,0.131,0.0604,0.0,0.358,0.81,120.021,0,7
348,Lil Toe,Visa,2019-05-07,0.8009999999999999,0.601,1,-5.691,1,0.0492,0.18,0.0,0.201,0.486,82.522,48,5
349,T.I.,Jefe (feat. Meek Mill),2018-10-05,0.71,0.826,2,-5.197,1,0.295,0.0808,0.0,0.738,0.735,127.947,50,4
350,Tyga,Werkkkk,2019-06-07,0.85,0.584,1,-6.084,0,0.365,0.295,0.0,0.0859,0.51,105.016,44,2
351,Denzel Curry,ULT,2016-10-14,0.772,0.7859999999999999,1,-5.337000000000001,1,0.24,0.113,0.0,0.20199999999999999,0.233,130.071,57,5
352,Drake,Omertà,2019-06-15,0.6459999999999999,0.899,6,-2.2319999999999998,1,0.298,0.0337,0.0,0.23199999999999998,0.685,164.11900000000003,61,3
353,Drake,Money In The Grave (Drake ft. Rick Ross),2019-06-15,0.831,0.502,10,-4.045,0,0.046,0.10099999999999999,0.0,0.122,0.10099999999999999,100.541,82,5
354,Skepta,What Do You Mean?,2019-05-31,0.738,0.521,2,-8.908999999999999,1,0.495,0.0482,5.75e-06,0.10800000000000001,0.379,192.003,60,2
355,Dave,Streatham,2019-03-08,0.892,0.621,2,-7.67,1,0.0949,0.496,0.0,0.109,0.638,124.015,66,5
356,Kings,Flex,2019-06-21,0.8490000000000001,0.67,9,-3.989,0,0.0623,0.0157,0.0155,0.075,0.8059999999999999,98.01100000000001,42,1
357,DaBaby,Suge,2019-03-01,0.8759999999999999,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.8440000000000001,75.445,79,2
358,Rich Brian,Kids,2019-07-17,0.635,0.6940000000000001,1,-3.549,1,0.159,0.0596,0.0,0.141,0.39799999999999996,85.809,42,5
359,Dave,Thiago Silva,2016-05-13,0.667,0.6729999999999999,0,-7.574,1,0.32299999999999995,0.0641,4e-06,0.0975,0.669,144.256,70,2
360,Kendrick Lamar,King Kunta,2015-03-16,0.884,0.657,6,-4.569,0,0.0977,0.00589,0.0,0.154,0.489,107.059,74,1
361,MadeinTYO,Chucky Cheese,2018-10-26,0.89,0.542,10,-4.8260000000000005,0,0.314,0.523,0.0,0.12300000000000001,0.565,78.458,64,1
362,Post Malone,Goodbyes (Feat. Young Thug),2019-07-05,0.58,0.653,5,-3.818,1,0.0745,0.447,0.0,0.111,0.175,150.231,15,3
363,Tory Lanez,Melee,2019-07-12,0.655,0.617,10,-7.12,0,0.134,0.0011300000000000001,0.0,0.11,0.19,150.092,0,7
364,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),2018-12-21,0.581,0.662,9,-5.239,1,0.303,0.0153,0.0,0.111,0.434,93.023,81,5
365,Young Thug,The London (feat. J. Cole & Travis Scott),2019-05-23,0.7959999999999999,0.586,4,-6.946000000000001,0,0.147,0.0247,0.0,0.132,0.179,97.98100000000001,76,5
366,Cordae,RNP (feat. Anderson .Paak),2019-07-23,0.648,0.713,9,-4.696000000000001,0,0.855,0.184,0.0,0.145,0.627,196.558,0,2
367,Drake,Draft Day,2019-08-02,0.669,0.809,8,-3.823,1,0.34700000000000003,0.0318,0.0,0.133,0.58,166.109,27,3
368,Drake,4pm in Calabasas,2019-08-02,0.763,0.657,0,-4.85,1,0.414,0.122,0.0,0.0947,0.53,192.041,29,3
369,Marc Oso,Let 'em Lay,2017-09-27,0.7659999999999999,0.46,10,-11.28,1,0.336,0.198,0.0,0.111,0.222,156.951,0,2
370,Ed Sheeran,Take Me Back to London (feat. Stormzy),2019-07-12,0.885,0.762,8,-5.513,0,0.21600000000000003,0.21899999999999997,0.0,0.162,0.605,138.058,71,1
371,A Boogie Wit da Hoodie,Look Back at It,2018-12-21,0.7909999999999999,0.5870000000000001,3,-5.075,0,0.0413,0.40700000000000003,0.0,0.14800000000000002,0.536,96.057,76,1
372,A$AP Rocky,Babushka Boi,2019-08-28,0.897,0.743,10,-5.446000000000001,0,0.222,0.304,4.44e-05,0.13699999999999998,0.905,134.97899999999998,72,1
373,Stormzy,Sounds of the Skeng,2019-09-06,0.491,0.805,11,-3.2260000000000004,0,0.299,0.0263,3.9e-05,0.109,0.382,174.63,56,3
374,Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),2019-09-06,0.499,0.8,1,-2.665,0,0.0502,0.0906,0.0,0.147,0.272,139.91899999999998,1,3
375,21 Savage,4L,2018-12-21,0.879,0.41,8,-9.232999999999999,1,0.551,0.000897,2.09e-05,0.10800000000000001,0.0703,80.01100000000001,60,2
376,Lil Nas X,Panini,2019-06-21,0.703,0.594,5,-6.146,0,0.0752,0.342,0.0,0.12300000000000001,0.475,153.84799999999998,73,1
377,B. West,Believe Me,2017-08-13,0.741,0.545,10,-9.027999999999999,0,0.345,0.204,0.0,0.113,0.35200000000000004,91.766,7,2
378,Kanye West,Follow God,2019-10-25,0.529,0.9,1,-3.503,1,0.418,0.000248,1.21e-05,0.0426,0.434,180.291,75,3
379,ONEFOUR,Ladz in the Hood,2019-08-28,0.706,0.607,6,-10.121,0,0.314,0.0197,0.0,0.718,0.637,145.957,58,2
380,Ocean Wisdom,BLESSED (feat. Dizzee Rascal),2019-08-13,0.679,0.7070000000000001,9,-8.082,1,0.32799999999999996,0.17800000000000002,1.98e-06,0.139,0.42,162.328,40,2
381,Dave,Screwface Capital,2019-03-08,0.914,0.56,0,-7.56,1,0.0486,0.523,3.69e-05,0.198,0.42700000000000005,112.015,65,5
382,Hardy Caprio,Wifey Riddim,2017-01-08,0.601,0.799,1,-5.888,0,0.218,0.575,0.0,0.245,0.491,141.766,46,3
383,AJ Tracey,Ladbroke Grove,2019-02-08,0.903,0.8390000000000001,11,-9.447000000000001,0,0.20800000000000002,0.0939,0.0,0.102,0.727,133.986,72,1
384,Ard Adz,Habibti,2019-03-01,0.948,0.52,8,-8.161,0,0.376,0.261,0.0,0.12,0.835,124.90299999999999,57,2
385,Russ Millions,Keisha & Becky - Remix,2019-04-11,0.863,0.47100000000000003,6,-9.545,1,0.478,0.251,0.0,0.121,0.644,140.969,70,2
386,Kenny Allstar,Friday (feat. DigDat),2019-07-04,0.8690000000000001,0.537,1,-9.249,1,0.456,0.326,0.0,0.313,0.799,145.06,55,2
387,slowthai,Inglorious (feat. Skepta),2019-05-17,0.7509999999999999,0.66,4,-7.031000000000001,1,0.327,0.0169,2.35e-05,0.11,0.408,149.929,57,2
388,DigDat,AirForce,2018-11-09,0.855,0.6729999999999999,1,-7.58,1,0.373,0.45,0.0,0.385,0.66,142.031,61,2
389,JAY1,Becky,2019-07-05,0.8859999999999999,0.335,1,-13.783,0,0.31,0.138,0.00825,0.11,0.16,146.067,51,2
390,AJ Tracey,LO(V/S)ER,2018-08-29,0.9,0.831,1,-5.392,1,0.198,0.207,2.53e-06,0.0963,0.6609999999999999,139.987,60,5
391,Aitch,Daily Duppy (feat. GRM Daily),2018-11-12,0.691,0.531,7,-13.094000000000001,1,0.469,0.529,0.0,0.12,0.768,97.443,55,2
392,BL@CKBOX,Songer,2018-03-21,0.802,0.486,9,-10.527999999999999,1,0.336,0.447,0.0,0.212,0.308,139.94799999999998,51,2
393,DigDat,Sales & Joints,2018-06-11,0.902,0.611,11,-8.861,0,0.527,0.105,0.0,0.14400000000000002,0.741,145.993,40,2
394,Headie One,Both,2019-08-23,0.7509999999999999,0.674,1,-7.101,1,0.212,0.565,0.000266,0.114,0.565,145.808,67,0
395,Hardy Caprio,Guten Tag,2019-05-02,0.8079999999999999,0.574,7,-8.527000000000001,1,0.335,0.309,0.0,0.18,0.632,141.013,65,2
396,Digga D,Who?,2019-02-24,0.9,0.467,2,-11.440999999999999,1,0.449,0.541,0.0,0.0748,0.5720000000000001,141.186,59,2
397,Drake,Behind Barz - Bonus,2019-09-13,0.8540000000000001,0.5539999999999999,8,-4.684,1,0.172,0.769,1.84e-06,0.0749,0.272,142.069,64,0
398,ONEFOUR,The Message,2019-03-31,0.86,0.7490000000000001,1,-5.811,1,0.312,0.0869,0.0,0.32299999999999995,0.48700000000000004,139.955,60,2
399,ONEFOUR,In the Beginning,2019-11-14,0.7709999999999999,0.7709999999999999,8,-4.732,1,0.336,0.12,0.0,0.45399999999999996,0.745,140.994,57,3
400,Kid Ink,Holy Grail,2020-01-31,0.708,0.687,3,-5.718999999999999,0,0.0415,0.17300000000000001,0.0,0.0999,0.731,80.031,44,1
401,Tory Lanez,Broke In A Minute,2020-02-07,0.929,0.7,0,-5.595,0,0.0906,0.14400000000000002,0.0,0.349,0.802,120.009,11,7
402,6ix9ine,GOOBA,2020-05-08,0.611,0.688,1,-5.688,1,0.341,0.0264,0.0,0.251,0.39299999999999996,178.46200000000002,80,3
403,Chillinit,Wish You Well Pt. 2 (It's A Vibe),2018-10-30,0.597,0.525,1,-8.029,1,0.335,0.129,0.0,0.321,0.59,150.14600000000002,62,2
404,Baauer,3AM,2018-07-12,0.88,0.67,2,-9.237,1,0.217,0.0928,0.000595,0.064,0.235,116.016,59,5
405,DaBaby,VIBEZ,2019-09-27,0.768,0.652,1,-2.708,0,0.307,0.113,0.0,0.107,0.777,154.187,78,1
406,Jack Harlow,WHATS POPPIN,2020-01-21,0.9229999999999999,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,18,2
407,Big Sean,Bezerk (feat. A$AP Ferg),2019-08-26,0.684,0.687,2,-4.673,1,0.2,0.0164,0.0,0.253,0.265,184.02599999999998,70,3
408,Nicki Minaj,Yikes,2020-02-07,0.9109999999999999,0.637,8,-8.381,1,0.447,0.0409,3.68e-05,0.23800000000000002,0.66,149.996,73,2
409,JAY1,Mocking It,2019-07-05,0.943,0.507,10,-8.182,1,0.39299999999999996,0.447,0.0,0.106,0.647,104.036,60,2
410,Bugzy Malone,M.E.N II,2019-04-30,0.639,0.4,10,-11.732000000000001,1,0.40399999999999997,0.364,0.0,0.10800000000000001,0.358,139.006,56,2
411,Brothers,Trendy,2019-12-01,0.815,0.624,6,-6.096,0,0.449,0.389,0.0,0.0724,0.561,139.736,2,2
412,Dave,Professor X,2019-09-13,0.8909999999999999,0.675,2,-6.892,1,0.152,0.11,0.0,0.275,0.562,127.012,69,5
413,Kid Cudi,Soundtrack 2 My Life,2009-01-01,0.408,0.7559999999999999,9,-6.7589999999999995,0,0.135,0.461,1.24e-05,0.368,0.45299999999999996,86.415,58,4
414,THE SCOTTS,THE SCOTTS,2020-04-24,0.716,0.537,0,-7.648,0,0.0514,0.233,0.0,0.157,0.28,129.97899999999998,85,5
415,Young Thug,Hot (Remix) [feat. Gunna and Travis Scott],2019-12-20,0.845,0.631,7,-8.206,0,0.21600000000000003,0.188,0.0,0.0806,0.545,111.98299999999999,72,1
416,Ivete Sangalo,"Medley: Beleza Rara / Tum, Tum, Goiaba / Pra Sempre Ter Você / Fã / Miragem / Eva (Eva) - Live",2014-05-06,0.5589999999999999,0.893,4,-6.66,0,0.0702,0.222,0.024,0.9159999999999999,0.586,111.46700000000001,34,4
417,Ja Rule,Mesmerize,2009-01-01,0.759,0.722,8,-4.898,1,0.20800000000000002,0.0675,0.0,0.256,0.42100000000000004,90.05,39,5
418,Ja Rule,Put It On Me,2000-01-01,0.831,0.79,1,-4.7139999999999995,0,0.165,0.0024,0.0,0.0515,0.7909999999999999,93.14,0,7
419,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",2011-10-11,0.715,0.655,0,-6.425,1,0.13699999999999998,0.0525,0.0,0.115,0.531,95.07799999999999,78,5
420,Snoop Dogg,Beautiful,2005-01-01,0.893,0.74,11,-4.936,0,0.132,0.299,0.0,0.0881,0.963,101.025,65,1
421,Sandy e Junior,Chuva De Prata,2001-01-01,0.639,0.461,0,-9.61,1,0.0305,0.647,0.00046699999999999997,0.11199999999999999,0.27899999999999997,94.98100000000001,0,0
422,Mc Sapao,Eu Sei Cantar - Ao Vivo,2013-11-25,0.647,0.877,5,-5.207999999999999,1,0.0689,0.61,1.08e-06,0.871,0.738,97.991,16,4
423,The Weeknd,Can't Feel My Face,2015-08-28,0.7020000000000001,0.77,9,-5.416,0,0.0482,0.124,0.0,0.10300000000000001,0.593,107.95100000000001,1,7
424,Sia,Chandelier,2014-07-04,0.39899999999999997,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.5720000000000001,117.089,79,3
425,Vance Joy,Riptide - FlicFlac Edit,2014-03-10,0.708,0.667,8,-7.934,1,0.0418,0.253,0.000692,0.0878,0.634,115.98700000000001,52,5
426,Nicki Minaj,Starships,2012-01-01,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.7509999999999999,125.008,75,1
427,MC Marcinho,Hino Funkeiro,2018-03-21,0.912,0.907,2,-5.757999999999999,1,0.0703,0.377,0.0,0.115,0.7020000000000001,128.971,0,7
428,Sandy e Junior,No Fundo Do Coração - Ao Vivo,2007-09-23,0.62,0.56,2,-7.812,1,0.0234,0.316,0.0,0.753,0.499,95.054,36,4
429,Sandy e Junior,Não Dá Pra Não Pensar - Ao Vivo,2007-09-23,0.698,0.794,9,-6.778,1,0.0391,0.0698,0.0,0.983,0.561,106.07600000000001,37,4
430,Sandy e Junior,Quando Você Passa (Turu Turu) - Ao Vivo,2007-09-23,0.6629999999999999,0.536,0,-9.14,1,0.0241,0.7809999999999999,0.0,0.927,0.433,92.98100000000001,45,4
431,MC Marcinho,Rap glamurosa,2008-03-03,0.812,0.7959999999999999,7,-6.322,1,0.038,0.0933,0.000603,0.122,0.96,130.061,0,7
432,MC Leozinho,Ela Só Pensa Em Beijar,2006-01-01,0.8540000000000001,0.708,10,-7.297999999999999,0,0.073,0.0431,0.0,0.0849,0.919,128.967,0,7
433,MC Leozinho,Copo De Vinho,2012-06-10,0.836,0.91,0,-5.343,1,0.0492,0.126,0.0,0.866,0.728,128.999,45,4
434,MC Leozinho,Tô Tranquilão,2012-06-10,0.772,0.799,11,-5.494,1,0.0606,0.174,0.0,0.299,0.502,129.151,47,1
435,Skank,Pacato Cidadão / Let 'Em In,2013-01-28,0.7509999999999999,0.723,0,-11.630999999999998,1,0.0644,0.11900000000000001,0.0149,0.044000000000000004,0.8390000000000001,99.215,35,7
436,Sandy e Junior,Não Dá Pra Não Pensar,2001-01-01,0.7490000000000001,0.741,9,-5.04,1,0.0364,0.217,2.13e-06,0.111,0.5720000000000001,102.891,0,7
437,Claudinho & Buchecha,Nosso Sonho,2005-01-01,0.807,0.705,9,-6.975,1,0.0411,0.0209,0.0,0.11900000000000001,0.78,128.161,0,7
438,MC Marcinho,Catucar - Ao Vivo,2003-03-09,0.909,0.789,1,-5.359,0,0.325,0.5429999999999999,0.0,0.106,0.8909999999999999,129.87,0,7
439,MC Marcinho,Quero Seu Amor - Ao Vivo,2003-03-09,0.8390000000000001,0.795,4,-6.789,1,0.0652,0.501,0.0,0.348,0.937,127.925,0,7
440,MC Marcinho,100% Funk - Ao Vivo,2003-03-09,0.722,0.7090000000000001,1,-5.385,0,0.22699999999999998,0.20199999999999999,0.0,0.341,0.696,94.88600000000001,0,7
441,MC Marcinho,Favorita (Ao Vivo),2012-01-04,0.7659999999999999,0.675,8,-9.879,1,0.0452,0.424,0.0,0.875,0.903,130.037,0,4
442,MC Marcinho,Baianidade Nagô (Ao Vivo),2012-01-04,0.6970000000000001,0.6559999999999999,4,-6.3870000000000005,1,0.0482,0.308,2.22e-06,0.253,0.778,97.955,0,7
443,Carrossel de Emoções,Corpo Nú,2015-09-02,0.7559999999999999,0.7659999999999999,9,-5.001,1,0.0422,0.6,0.0,0.348,0.8059999999999999,133.965,0,7
444,Cássia Eller,All Star - Show Luz Do Solo,2012-01-01,0.348,0.271,9,-11.433,1,0.0425,0.884,0.0,0.57,0.259,163.722,39,0
445,Ivete Sangalo,Não Precisa Mudar - Ao Vivo,2006-01-01,0.529,0.8270000000000001,0,-7.117999999999999,1,0.0362,0.5770000000000001,1.47e-05,0.46799999999999997,0.6759999999999999,90.04799999999999,0,4
446,Marcelo D2,A Procura Da Batida Perfeita - Sao Benitez Bossa Mix,2012-04-30,0.691,0.972,8,-3.162,0,0.0488,0.0117,0.606,0.27899999999999997,0.795,110.008,0,6
447,Natiruts,Desenho de Deus - Ao Vivo,2015-10-16,0.391,0.825,9,-6.6739999999999995,1,0.0404,0.373,0.00202,0.523,0.574,145.846,0,4
448,Natiruts,Presente de um Beija-Flor - Ao Vivo,2015-10-16,0.613,0.884,2,-6.436,0,0.0568,0.18,0.00045099999999999996,0.877,0.797,144.12,0,4
449,Natiruts,Um Anjo do Céu - Ao Vivo,2015-10-16,0.545,0.7979999999999999,11,-6.678999999999999,1,0.0401,0.0805,1.21e-05,0.687,0.6629999999999999,139.9,0,4
450,Natiruts,A Sombra da Maldade - Ao Vivo,2015-10-16,0.675,0.85,0,-7.087000000000001,0,0.0288,0.0645,2.9199999999999998e-05,0.941,0.772,111.992,0,4
451,Natiruts,O Carcará e a Rosa - Ao Vivo,2012-09-17,0.773,0.586,5,-7.642,1,0.0316,0.39799999999999996,0.000113,0.154,0.7390000000000001,139.981,53,0
452,Natiruts,Deixa o Menino Jogar - Ao Vivo,2012-09-17,0.643,0.623,6,-6.949,0,0.0351,0.266,6.25e-06,0.691,0.526,141.912,55,4
453,Anitta,Bang,2015-10-13,0.8959999999999999,0.847,11,-4.005,0,0.0414,0.18,0.019,0.0679,0.805,104.99600000000001,57,1
454,Onze:20,Sem Medo de Amar,2014-10-21,0.645,0.636,6,-6.434,1,0.0702,0.172,0.0,0.17300000000000001,0.907,169.84799999999998,50,3
455,Onze:20,Querendo Te Encontrar,2014-10-21,0.44299999999999995,0.381,3,-8.75,1,0.0345,0.664,0.0,0.115,0.32299999999999995,64.02600000000001,51,0
456,Onze:20,Pra Você,2013-12-03,0.546,0.588,0,-7.004,0,0.047,0.32299999999999995,0.0,0.389,0.613,140.08700000000002,53,3
457,Onze:20,Meu Lugar,2012-09-03,0.733,0.765,10,-7.195,1,0.0372,0.0568,0.0,0.428,0.95,91.99600000000001,60,1
458,Onze:20,Não Vai Voltar,2012-09-03,0.6409999999999999,0.617,5,-7.4110000000000005,0,0.0307,0.413,0.0,0.11199999999999999,0.941,139.942,55,1
459,Justin Bieber,Sorry,2015-11-13,0.654,0.76,0,-3.6689999999999996,0,0.045,0.0797,0.0,0.299,0.41,99.945,2,7
460,Justin Bieber,What Do You Mean? - Acoustic,2015-11-13,0.773,0.358,8,-10.634,1,0.044000000000000004,0.794,0.0,0.10400000000000001,0.7559999999999999,124.934,0,0
461,Justin Bieber,What Do You Mean?,2015-11-13,0.845,0.5670000000000001,5,-8.118,0,0.0956,0.59,0.0014199999999999998,0.0811,0.7929999999999999,125.02,3,7
462,Marisa Monte,Não Vá Embora - 2004 Digital Remaster;,2000-01-01,0.435,0.643,4,-8.365,0,0.0874,0.187,0.0015400000000000001,0.0948,0.7979999999999999,165.99900000000002,3,3
463,Banda Eva,Nayambing Blues (Trem Do Amor),1998-01-01,0.618,0.47100000000000003,6,-8.542,1,0.07,0.172,2.15e-05,0.146,0.484,141.517,0,0
464,Terra Samba,Deus E Brasileiro - Live,2005-01-01,0.425,0.941,9,-6.699,1,0.0894,0.166,0.0,0.45,0.265,103.756,0,4
465,Timbalada,A Luz De Tieta,2005-01-01,0.39799999999999996,0.9309999999999999,8,-8.165,1,0.27699999999999997,0.609,0.0,0.9590000000000001,0.364,112.12100000000001,0,4
466,Bamdamel,Prefixo de verão,2006-12-30,0.615,0.586,6,-5.952999999999999,0,0.0338,0.39899999999999997,0.0,0.0576,0.7440000000000001,95.223,36,1
467,Bamdamel,Crença e fé,2006-12-30,0.753,0.778,11,-7.733,0,0.071,0.18,0.0,0.067,0.9640000000000001,158.016,21,1
468,Cheiro de Amor,Auê - Live,2008-01-01,0.7809999999999999,0.742,0,-8.274,1,0.0777,0.23600000000000002,0.0,0.7020000000000001,0.713,114.936,25,4
469,Banda Eva,Toda Linda - Ao Vivo,2007-01-01,0.782,0.825,5,-8.129,1,0.0597,0.557,5.12e-05,0.0735,0.945,110.001,34,7
470,Banda Eva,Circulou,2012-01-20,0.7609999999999999,0.723,0,-8.357999999999999,1,0.0353,0.637,1.52e-06,0.115,0.934,113.027,43,0
471,MC Marcinho,Eu se quero ser feliz,2008-03-03,0.9540000000000001,0.768,7,-11.036,1,0.0805,0.0128,0.0,0.124,0.815,129.03,0,7
472,Só Pra Contrariar,Domingo - Ao Vivo,2013-10-14,0.721,0.897,7,-7.401,1,0.0468,0.578,1.18e-05,0.708,0.5870000000000001,99.979,54,4
473,MC Marcinho,Tudo É Festa (Ao Vivo),2012-01-04,0.799,0.904,6,-5.86,0,0.0379,0.39799999999999996,0.0,0.43200000000000005,0.963,130.03799999999998,0,7
474,Buchecha,Só love - Participação especial de Paralamas do Sucesso,2015-09-25,0.731,0.7190000000000001,0,-5.555,0,0.0255,0.0295,2.15e-06,0.0784,0.888,135.05200000000002,11,7
475,Kelly Key,Baba,2001-08-17,0.968,0.6,11,-5.678999999999999,0,0.0981,0.0418,0.0,0.0585,0.907,111.95100000000001,52,1
476,Netinho,Prefixo De Verão / We Are The World Of Carnaval / Um Frevo Novo - Ao Vivo,2013-01-01,0.33,0.866,5,-9.019,1,0.0982,0.0137,6.52e-05,0.9,0.573,171.30599999999998,15,4
477,Anitta,Essa mina é louca (Participação especial de Jhama),2015-10-13,0.645,0.8059999999999999,6,-4.543,1,0.0844,0.386,0.0,0.11800000000000001,0.904,189.887,55,3
478,Família MV,Malícia,2015-12-23,0.579,0.623,10,-7.301,1,0.0993,0.23199999999999998,0.0,0.319,0.841,176.072,19,3
479,Justin Bieber,Love Yourself,2015-11-13,0.609,0.37799999999999995,4,-9.828,1,0.43799999999999994,0.835,0.0,0.28,0.515,100.41799999999999,2,0
480,Cheiro de Amor,Doce Obsessão - Live,2008-01-01,0.82,0.763,4,-6.386,0,0.0932,0.11699999999999999,0.000138,0.335,0.777,105.859,30,1
481,Cheiro de Amor,Olha Eu Aí / Pureza Da Paixão / Doce Obsessão - Live,2005-01-01,0.633,0.8490000000000001,7,-8.982999999999999,1,0.0571,0.0739,5.3400000000000004e-05,0.312,0.665,105.992,23,7
482,Cheiro de Amor,Doce Obsessão,2005-01-01,0.758,0.821,5,-5.822,1,0.0388,0.0869,0.00128,0.156,0.9279999999999999,98.04299999999999,0,7
483,The Weeknd,The Hills - Remix,2015-10-11,0.653,0.6409999999999999,0,-6.689,0,0.14300000000000002,0.0586,0.0,0.0999,0.355,112.789,0,7
484,O Rappa,Anjos (Pra quem tem fé) - Versão completa,2013-05-14,0.601,0.865,10,-4.1530000000000005,0,0.045,0.106,0.000188,0.165,0.46,105.02,46,1
485,David Guetta,Who's That Chick? (feat. Rihanna),2010-12-03,0.675,0.601,11,-4.7330000000000005,0,0.11599999999999999,0.00372,0.0,0.0458,0.9309999999999999,127.93799999999999,54,1
486,Pixote,Pot-Pourri: Idem / Frenesi / Nuance - Ao Vivo,2007-10-01,0.431,0.843,4,-5.725,0,0.24100000000000002,0.42200000000000004,0.0,0.977,0.49,98.32700000000001,45,4
487,Biel,Química,2015-11-27,0.895,0.805,6,-4.336,0,0.0682,0.124,0.0,0.0467,0.9620000000000001,120.007,31,1
488,Biel,Demorô,2015-06-09,0.848,0.758,1,-4.605,0,0.0554,0.191,0.0,0.084,0.851,97.016,20,7
489,Daniela Mercury,Nobre Vagabundo,1991-01-01,0.7879999999999999,0.435,10,-9.055,1,0.23199999999999998,0.628,1.22e-06,0.0869,0.81,80.929,52,0
490,Daniela Mercury,Você Não Entende Nada / Cotidiano,1993-04-30,0.7040000000000001,0.6459999999999999,10,-14.943,1,0.0429,0.17,0.0115,0.0645,0.963,91.5,35,0
491,Inimigos Da HP,Caça E Caçador - Live,2004-01-01,0.527,0.895,2,-5.584,1,0.0356,0.254,0.0,0.961,0.7709999999999999,100.93700000000001,47,4
492,Inimigos Da HP,"Nosso Filme - Live From Tom Brasil,Săo Paulo,Brazil/2006",2006-01-01,0.447,0.44,11,-7.261,0,0.0308,0.552,0.0,0.485,0.19399999999999998,140.06799999999998,39,0
493,Swing & Simpatia,Toda Noite - Eu e Você - Ao Vivo,2006-03-16,0.483,0.912,7,-7.164,0,0.0968,0.474,0.0,0.823,0.526,106.286,39,4
494,Grupo Revelação,Deixa Acontecer,2009-07-01,0.649,0.785,11,-6.587999999999999,0,0.0347,0.607,0.0,0.797,0.965,92.98200000000001,65,4
495,Emicida,Baiana (feat. Caetano Veloso),2015-08-07,0.78,0.509,1,-9.196,1,0.0466,0.457,0.00611,0.111,0.755,150.004,0,0
496,Emicida,Passarinhos (feat. Vanessa Da Mata),2015-08-07,0.752,0.6779999999999999,1,-6.261,0,0.12300000000000001,0.048,0.0,0.0971,0.6890000000000001,159.97,0,7
497,Projota,Ela Só Quer Paz,2016-01-27,0.667,0.669,0,-4.531000000000001,0,0.165,0.0173,0.0,0.0737,0.9390000000000001,172.019,0,3
498,Rihanna,Work,2016-01-28,0.725,0.534,11,-6.2379999999999995,1,0.0946,0.0752,0.0,0.0919,0.5579999999999999,91.97399999999999,3,7
499,Pato Fu,Antes Que Seja Tarde,1998-04-01,0.713,0.8440000000000001,1,-6.1339999999999995,0,0.0359,0.0419,0.0016,0.0524,0.888,94.898,37,1
500,Marisa Monte,Na Estrada,1994-01-01,0.44,0.79,9,-9.3,1,0.0345,0.20600000000000002,0.000241,0.342,0.9670000000000001,177.38099999999997,0,3
501,Tribalistas,Carnavalia - Remastered,2002-01-01,0.579,0.8320000000000001,0,-5.905,0,0.0338,0.29,0.00263,0.38799999999999996,0.736,81.89,2,7
502,Adriana Calcanhotto,Esquadros,1992-07-21,0.45799999999999996,0.319,9,-8.505,1,0.0398,0.8390000000000001,1.79e-06,0.0876,0.48200000000000004,86.945,57,0
503,Adriana Calcanhotto,Maresia - Ao Vivo,2000-04-17,0.813,0.736,8,-5.567,1,0.0322,0.204,3.87e-06,0.0997,0.895,132.0,48,1
504,Maria Gadú,Shimbalaiê - Ao Vivo,2010-11-20,0.439,0.5379999999999999,0,-8.522,1,0.0304,0.799,0.0,0.7440000000000001,0.242,94.29899999999999,38,4
