,artist_name,track_name,release_date,danceability,energy,key,loudness,mode,speechiness,accousticness,instrumentalness,liveness,valence,tempo,popularity,cluster
998,Major Lazer,Lay Your Head On Me (feat. Marcus Mumford),2020-03-26,0.6579999999999999,0.765,11,-7.002000000000001,0,0.0469,0.0471,1.0199999999999999e-05,0.0936,0.222,119.97399999999999,58,1
999,Sam Feldt,Hold Me Close (feat. Ella Henderson),2020-03-27,0.654,0.795,0,-4.419,1,0.0536,0.17800000000000002,0.0,0.19,0.465,120.01899999999999,72,5
1000,Sam Feldt,The Best Days (feat. Tabitha),2020-11-20,0.667,0.8270000000000001,11,-5.631,1,0.0368,0.0863,0.0,0.0565,0.573,107.95,65,1
1001,Jason Derulo,Love Not War (The Tampa Beat),2020-11-20,0.738,0.85,8,-3.049,1,0.0642,0.105,0.0,0.23,0.865,98.01299999999999,73,1
1002,Miley Cyrus,Edge of Midnight (Midnight Sky Remix) (feat. Stevie Nicks),2020-11-06,0.6809999999999999,0.737,4,-5.246,0,0.0384,0.0291,7.16e-06,0.0856,0.278,109.95,76,5
1003,24kGoldn,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",2020-11-06,0.721,0.745,7,-3.508,0,0.0366,0.151,1.24e-06,0.37200000000000005,0.6990000000000001,90.988,86,1
1004,The Weeknd,In Your Eyes (feat. Kenny G) - Remix,2020-10-16,0.606,0.7859999999999999,7,-3.8539999999999996,0,0.0366,0.00229,9.46e-05,0.0725,0.525,99.969,74,1
1005,Fleetwood Mac,Dreams - 2004 Remaster,1977-02-04,0.828,0.49200000000000005,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.15100000000001,89,5
1006,Sia,Courage to Change,2020-09-24,0.307,0.606,11,-5.567,0,0.0347,0.0927,0.0,0.35700000000000004,0.11,78.828,78,5
1007,Bastille,survivin',2020-09-22,0.787,0.78,7,-5.023,1,0.129,0.25,0.0,0.0908,0.68,95.035,74,1
1008,Ritt Momney,Put Your Records On,2020-04-24,0.39899999999999997,0.49200000000000005,6,-10.777000000000001,0,0.0538,0.057999999999999996,0.00101,0.11,0.159,91.066,61,0
1009,Joji,Your Man,2020-09-24,0.785,0.818,7,-8.711,1,0.099,0.624,0.149,0.149,0.0503,117.98,78,0
1010,MAX,Blueberry Eyes (feat. SUGA of BTS),2020-09-15,0.746,0.611,0,-7.034,0,0.10099999999999999,0.45399999999999996,0.0009220000000000001,0.133,0.41100000000000003,149.967,84,5
1011,ILLENIUM,Nightlight,2020-08-28,0.494,0.6509999999999999,11,-4.127,0,0.0384,0.0819,0.0,0.10400000000000001,0.162,149.97899999999998,76,3
1012,John Legend,Wild (feat. Gary Clark Jr.),2020-06-19,0.557,0.585,8,-6.2010000000000005,1,0.0431,0.036000000000000004,0.0,0.17600000000000002,0.305,63.391999999999996,77,5
1013,Sabrina Carpenter,Let Me Move You - From the Netflix film Work It,2020-07-24,0.624,0.628,4,-6.582000000000001,0,0.0408,0.0112,0.0191,0.0814,0.772,114.556,78,1
1014,MisterWives,SUPERBLOOM,2020-07-24,0.5579999999999999,0.889,8,-3.945,1,0.102,0.191,0.00038700000000000003,0.32799999999999996,0.716,170.102,75,3
1015,Harry Styles,Adore You,2019-12-13,0.6759999999999999,0.7709999999999999,8,-3.675,1,0.0483,0.0237,7.000000000000001e-06,0.102,0.569,99.04799999999999,87,5
1016,BØRNS,Electric Love,2015-10-16,0.611,0.797,6,-7.627000000000001,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,87,1
1017,Sam Smith,Dancing With A Stranger (with Normani),2019-01-11,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.34700000000000003,102.99799999999999,83,0
1018,Joel Corry,Head & Heart (feat. MNEK),2020-07-03,0.7340000000000001,0.8740000000000001,8,-3.158,1,0.0662,0.168,1.1400000000000001e-05,0.0489,0.905,122.95299999999999,94,1
1019,Kane Brown,Be Like That - feat. Swae Lee & Khalid,2020-07-10,0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58e-05,0.126,0.322,86.97,86,5
1020,Curtis Waters,Stunnin' (feat. Harm Franklin),2020-05-19,0.885,0.685,11,-6.428999999999999,0,0.0627,0.33,0.0,0.14800000000000002,0.937,99.954,81,1
1021,JAWNY,Honeypie,2019-04-25,0.742,0.6779999999999999,5,-4.605,0,0.192,0.0698,0.0,0.151,0.927,115.05,2,7
1022,Kodaline,Wherever You Are,2020-01-10,0.514,0.612,4,-5.981,1,0.0298,0.142,0.0,0.0868,0.342,125.99,72,5
1023,Katy Perry,Daisies,2020-05-15,0.639,0.546,1,-5.382000000000001,1,0.0407,0.0837,0.0,0.122,0.149,122.179,79,5
1024,Social House,Magic In The Hamptons (feat. Lil Yachty),2018-06-08,0.769,0.479,1,-5.3389999999999995,1,0.0385,0.66,0.0,0.0914,0.8029999999999999,96.051,80,0
1025,Thomas Rhett,On Me (feat. Ava Max),2020-05-15,0.5479999999999999,0.721,8,-4.466,1,0.0472,0.0119,0.0,0.21600000000000003,0.594,177.918,75,3
1026,PUBLIC,Make You Mine,2019-08-09,0.606,0.799,9,-4.452,1,0.0261,0.0128,0.0,0.15,0.638,103.014,82,1
1027,Surf Mesa,ily (i love you baby) (feat. Emilee),2019-11-26,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.0018800000000000002,0.39299999999999996,0.33,112.05,88,1
1028,FINNEAS,Let's Fall in Love for the Night,2018-10-19,0.737,0.408,5,-7.941,1,0.10400000000000001,0.802,0.0,0.171,0.374,127.921,79,0
1029,Kygo,Freedom,2020-04-17,0.715,0.635,7,-6.591,1,0.0791,0.127,0.0,0.0862,0.39,112.887,77,5
1030,Hailee Steinfeld,I Love You's,2020-03-26,0.682,0.7829999999999999,8,-4.997,1,0.18,0.0262,0.0,0.20600000000000002,0.32299999999999995,106.899,31,7
1031,R3HAB,Good Example (with Andy Grammer),2020-03-27,0.456,0.496,1,-6.986000000000001,1,0.0743,0.42700000000000005,0.0,0.134,0.45,90.552,72,0
1032,Niall Horan,Black And White,2020-03-13,0.44299999999999995,0.5820000000000001,2,-6.02,1,0.0482,0.0301,0.0,0.127,0.239,147.589,79,5
1033,John Legend,Conversations in the Dark - John Legend vs. David Guetta,2020-02-14,0.5720000000000001,0.742,8,-4.5889999999999995,0,0.0347,0.245,0.0,0.10800000000000001,0.376,127.19,74,1
1034,Surfaces,Take It Easy,2020-02-28,0.765,0.6890000000000001,6,-5.6160000000000005,1,0.0456,0.23600000000000002,7.39e-06,0.114,0.49700000000000005,144.958,74,5
1035,Khalid,Know Your Worth,2020-02-04,0.79,0.6940000000000001,9,-7.726,0,0.0708,0.145,0.00252,0.281,0.508,103.007,81,1
1036,Lauv,Tattoos Together,2020-01-16,0.862,0.4,4,-7.486000000000001,1,0.0736,0.00575,7.49e-06,0.12300000000000001,0.596,122.963,4,7
1037,Jonas Brothers,What A Man Gotta Do,2020-01-17,0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,82,5
1038,Maren Morris,The Bones - with Hozier,2019-10-04,0.561,0.597,11,-6.0,0,0.0405,0.28600000000000003,0.0,0.0979,0.355,76.82600000000001,77,1
1039,Niall Horan,Nice To Meet Ya,2019-10-04,0.591,0.841,4,-4.351,0,0.0304,0.0119,0.0,0.395,0.392,109.03399999999999,76,1
1040,ILLENIUM,In Your Arms (with X Ambassadors),2019-08-16,0.40399999999999997,0.8059999999999999,2,-4.75,1,0.0496,0.198,0.0,0.114,0.11199999999999999,148.036,75,3
1041,Surfaces,Sunday Best,2019-01-06,0.878,0.525,5,-6.832000000000001,1,0.0578,0.183,0.0,0.0714,0.6940000000000001,112.022,85,5
1042,Khalid,Up All Night,2019-11-14,0.665,0.7120000000000001,1,-7.5360000000000005,1,0.0527,0.00103,0.0034200000000000003,0.102,0.669,93.98899999999999,77,5
1043,Maroon 5,Memories,2019-09-20,0.764,0.32,11,-7.209,1,0.0546,0.8370000000000001,0.0,0.0822,0.575,91.01899999999999,89,0
1044,Diplo,Lonely,2019-09-27,0.738,0.7170000000000001,1,-5.121,1,0.0573,0.062,0.0,0.205,0.5,98.04700000000001,12,7
1045,Drax Project,Catching Feelings (feat. Six60),2019-09-04,0.397,0.524,3,-5.846,1,0.10300000000000001,0.607,0.0,0.157,0.34299999999999997,175.562,63,0
1046,James Arthur,Treehouse (feat. Shotty Horroh),2019-09-06,0.691,0.733,6,-5.02,1,0.0368,0.184,0.0,0.341,0.797,153.976,74,3
1047,Post Malone,Circles,2019-08-30,0.7040000000000001,0.758,0,-3.537,1,0.0402,0.233,0.00144,0.0924,0.534,120.00299999999999,2,7
1048,Tones And I,Never Seen the Rain,2019-07-15,0.485,0.461,9,-5.646,1,0.0444,0.44,0.0,0.23199999999999998,0.324,87.009,66,0
1049,Andy Grammer,I Found You,2019-07-12,0.728,0.701,1,-6.58,1,0.0406,0.0945,2.08e-05,0.18100000000000002,0.413,137.97,0,7
1050,Kygo,Higher Love,2019-06-28,0.693,0.6779999999999999,8,-7.159,1,0.0324,0.0154,6.05e-06,0.10099999999999999,0.40399999999999997,103.95200000000001,82,5
1051,The Chainsmokers,Call You Mine,2019-05-31,0.591,0.7020000000000001,7,-5.59,1,0.0289,0.225,0.0,0.414,0.501,104.00299999999999,6,7
1052,Khalid,Free Spirit,2019-04-05,0.627,0.446,2,-9.477,0,0.0332,0.308,0.0007700000000000001,0.111,0.11,139.994,75,0
1053,Gryffin,All You Need To Know (feat. Calle Lehmann),2019-03-27,0.513,0.7879999999999999,0,-4.629,1,0.0364,0.00968,0.0,0.11,0.23399999999999999,139.987,75,3
1054,Martin Jensen,Nobody,2019-03-01,0.6729999999999999,0.687,6,-5.295,0,0.0623,0.26899999999999996,0.0,0.18100000000000002,0.524,96.964,75,1
1055,Dominic Fike,3 Nights,2018-10-16,0.815,0.518,7,-6.593999999999999,0,0.0897,0.223,0.0,0.10400000000000001,0.877,151.891,80,1
1056,Hozier,Almost (Sweet Music),2019-01-16,0.384,0.6890000000000001,7,-5.598,1,0.19699999999999998,0.0217,2.24e-06,0.204,0.7020000000000001,179.82299999999998,4,3
1057,KEVVO,Billetes Azules (with J Balvin),2020-10-16,0.856,0.721,7,-4.928,1,0.10800000000000001,0.132,0.00471,0.182,0.642,94.991,74,1
1058,Wisin & Yandel,Paleta,2005-01-01,0.863,0.8420000000000001,11,-4.904,1,0.168,0.12300000000000001,0.0,0.254,0.721,95.0,49,1
1059,Sech,La Luz,2020-10-31,0.665,0.6970000000000001,9,-4.819,0,0.154,0.42700000000000005,1.39e-05,0.599,0.556,94.053,86,4
1060,GABIFUEGO,Perreo,2020-10-02,0.8109999999999999,0.522,11,-11.241,1,0.0776,0.0445,0.00237,0.0698,0.7929999999999999,94.98100000000001,34,7
1061,Bad Bunny,Yo Perreo Sola - Remix,2020-10-14,0.845,0.733,11,-6.037000000000001,1,0.0581,0.0147,1.57e-05,0.35700000000000004,0.39399999999999996,97.01,76,5
1062,Arcangel,Payaso,2020-10-16,0.897,0.8029999999999999,5,-4.669,0,0.151,0.252,0.0,0.33899999999999997,0.78,94.00299999999999,65,1
1063,LASTMONDAY,Susurro Riddim,2020-09-18,0.7440000000000001,0.82,8,-5.202999999999999,0,0.22899999999999998,0.00301,0.337,0.107,0.742,190.104,68,6
1064,Brytiago,Borracho,2020-07-17,0.8190000000000001,0.6990000000000001,2,-4.124,0,0.16899999999999998,0.473,0.0,0.45399999999999996,0.664,92.023,50,1
1065,Diego Raposo,perrrrreo,2020-08-18,0.79,0.493,7,-7.409,1,0.142,0.10800000000000001,0.0235,0.0879,0.6409999999999999,93.999,36,5
1066,Luny Tunes,Aventura,2003-08-26,0.858,0.741,9,-7.204,0,0.124,0.0196,2.0399999999999998e-05,0.0974,0.823,93.001,58,1
1067,Tainy,Adicto (with Anuel AA & Ozuna),2019-08-22,0.7340000000000001,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,80,1
1068,Wisin & Yandel,Rakata,2005-01-01,0.872,0.7859999999999999,1,-5.473,1,0.142,0.0348,0.0,0.0776,0.722,96.00200000000001,10,7
1069,Arcangel,Ven Pegate,2005-01-01,0.847,0.727,2,-8.168,1,0.10800000000000001,0.17300000000000001,9.549999999999999e-05,0.11199999999999999,0.7,94.99700000000001,49,5
1070,Ivy Queen,Quiero Saber,2004-01-27,0.846,0.905,6,-3.6860000000000004,0,0.0588,0.139,1.01e-05,0.228,0.843,95.01799999999999,60,1
1071,Super Yei,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",2017-03-31,0.863,0.669,6,-5.952000000000001,0,0.282,0.111,0.0,0.0569,0.9470000000000001,164.062,86,1
1072,Rauw Alejandro,"Elegí (feat. Farruko, Anuel AA, Sech, Dímelo Flow & Justin Quiles) - Remix",2020-08-28,0.7879999999999999,0.629,0,-4.727,1,0.0883,0.16,0.000828,0.0598,0.738,172.044,75,3
1073,XAXO,BEBE,2020-08-28,0.64,0.821,7,-3.852,1,0.0445,0.0222,0.0,0.239,0.657,169.993,49,3
1074,Toby Letra,PrenDT,2020-07-17,0.725,0.79,5,-5.827000000000001,0,0.237,0.622,1.25e-05,0.14,0.722,89.905,31,1
1075,Ozuna,Gistro Amarillo,2020-07-23,0.7979999999999999,0.846,7,-3.761,0,0.17800000000000002,0.214,0.0,0.0906,0.76,92.064,66,1
1076,Wisin & Yandel,Pam Pam,2013-01-01,0.8740000000000001,0.69,10,-6.372999999999999,1,0.114,0.121,0.0,0.249,0.735,95.025,66,1
1077,Nakary,Sin Tabú,2020-07-10,0.721,0.784,2,-4.797,1,0.275,0.0813,9.39e-06,0.0855,0.585,179.954,65,3
1078,Young Cister,LA CAMITA,2020-02-07,0.743,0.858,7,-3.675,1,0.136,0.503,0.000393,0.0855,0.525,184.08700000000002,49,3
1079,LATENIGHTJIGGY,She Say (feat. Eladio Carrion),2020-07-10,0.72,0.693,5,-6.932,0,0.0606,0.20600000000000002,0.0,0.124,0.588,91.98200000000001,45,1
1080,Alex Rose,Toda Remix - Remix,2018-06-01,0.512,0.451,5,-7.222,0,0.131,0.161,0.0,0.0672,0.368,80.04,76,5
1081,D. Krugga,P-Perreo,2020-06-26,0.813,0.727,2,-5.25,1,0.0609,0.0292,0.0,0.0988,0.273,95.005,38,5
1082,Feid,PORFA - Remix,2020-06-26,0.792,0.736,6,-4.763999999999999,0,0.0815,0.0939,1.06e-06,0.075,0.69,167.915,74,1
1083,Ozuna,Caramelo,2020-06-11,0.728,0.8059999999999999,6,-3.766,1,0.0623,0.0531,0.000301,0.153,0.698,168.084,86,3
1084,"Héctor ""El Father""",El Telefono,2006-01-01,0.8079999999999999,0.682,2,-7.127999999999999,1,0.0963,0.171,1.42e-06,0.46399999999999997,0.491,89.98700000000001,66,5
1085,Alexis y Fido,Mala Suerte,2020-05-15,0.8220000000000001,0.633,1,-3.897,0,0.113,0.134,0.0,0.177,0.6890000000000001,170.016,56,3
1086,Guaynaa,Mera,2020-05-28,0.8059999999999999,0.8809999999999999,6,-5.231,1,0.252,0.17800000000000002,7.74e-06,0.35600000000000004,0.961,176.07,57,3
1087,Jhay Cortez,CÓMO SE SIENTE - Remix,2020-05-09,0.807,0.606,3,-8.871,0,0.08800000000000001,0.0946,0.0,0.11900000000000001,0.304,92.988,85,5
1088,Rauw Alejandro,Elegí (feat. Dímelo Flow),2020-03-26,0.8240000000000001,0.631,0,-2.7910000000000004,1,0.0809,0.237,0.00011599999999999999,0.0531,0.6779999999999999,171.965,84,3
1089,Nobeat,Perreo Sano,2020-04-24,0.521,0.429,10,-11.669,1,0.29,0.31,0.0,0.0622,0.746,162.817,47,0
1090,Sech,Oficial,2020-05-21,0.838,0.782,1,-2.7230000000000003,0,0.147,0.262,0.0,0.19399999999999998,0.772,89.95200000000001,62,1
1091,Durako,Prende (Remix),2020-04-20,0.836,0.664,4,-7.486000000000001,0,0.317,0.0352,4.14e-06,0.109,0.861,173.938,48,2
1092,Daddy Yankee,Noche De Entierro,2006-09-25,0.868,0.764,4,-6.574,0,0.16699999999999998,0.11900000000000001,0.00143,0.0918,0.397,96.994,67,1
1093,Feid,PERREOXOXO,2020-04-23,0.838,0.799,2,-4.957,1,0.121,0.20800000000000002,2.25e-05,0.0939,0.912,95.03,50,1
1094,Sean Paul,Contra La Pared,2019-03-14,0.828,0.588,2,-7.14,1,0.11800000000000001,0.0156,0.0,0.124,0.598,94.052,72,5
1095,Ankhal,Perreo Intenso,2020-04-17,0.747,0.95,4,-2.946,0,0.263,0.0417,1.72e-06,0.0875,0.6890000000000001,183.912,65,3
1096,Rauw Alejandro,Que Le De,2019-01-25,0.77,0.75,0,-2.715,1,0.0785,0.19,0.0,0.0618,0.609,99.99700000000001,66,5
1097,Tainy,MERA (with Dalex & Álvaro Díaz),2020-01-17,0.539,0.685,2,-7.26,0,0.126,0.0115,4.82e-06,0.317,0.298,194.114,61,3
1098,Sech,Otro Trago,2019-04-19,0.746,0.7,0,-4.669,1,0.341,0.136,0.00015900000000000002,0.11,0.619,176.044,76,3
1099,Cauty,El Perreo Intenso,2019-08-02,0.747,0.79,1,-4.177,1,0.245,0.10800000000000001,4.61e-05,0.162,0.813,175.951,50,3
1100,Kidd Keo,Serpiente Veneno (feat. Ele A El Dominio),2019-04-26,0.9179999999999999,0.527,1,-6.733,1,0.276,0.10800000000000001,8.62e-05,0.0549,0.5529999999999999,99.973,63,5
1101,Bad Bunny,Yo Perreo Sola,2020-02-28,0.86,0.758,11,-5.16,1,0.0695,0.021,6.54e-05,0.344,0.45299999999999996,97.014,85,1
1102,Wisin & Yandel,Ahora Es,2013-01-01,0.8240000000000001,0.7929999999999999,11,-5.516,0,0.11199999999999999,0.11,0.0,0.44799999999999995,0.7290000000000001,96.008,53,1
1103,Mariah Angeliq,Taxi,2020-01-30,0.725,0.807,7,-3.889,0,0.138,0.0539,0.0,0.19,0.695,180.00799999999998,33,3
1104,Justin Quiles,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",2019-09-06,0.743,0.7090000000000001,3,-3.9219999999999997,0,0.0879,0.0451,5.18e-06,0.0809,0.831,170.00099999999998,77,1
1105,Plan B,Candy,2014-12-09,0.897,0.865,11,-3.765,0,0.11800000000000001,0.24600000000000002,0.0,0.385,0.5720000000000001,96.007,0,7
1106,Don Omar,Dile,2003-01-01,0.8170000000000001,0.7140000000000001,4,-7.501,0,0.141,0.184,0.000132,0.042,0.7140000000000001,94.001,75,1
1107,Daddy Yankee,"Lo Que Paso, Paso",2004-07-13,0.8240000000000001,0.754,8,-6.417999999999999,0,0.0377,0.114,0.0,0.368,0.831,97.00200000000001,0,7
1108,Alexis y Fido,Me Quiere Besar,2006-01-01,0.787,0.818,1,-5.471,1,0.0725,0.13699999999999998,0.0,0.231,0.8170000000000001,95.038,0,7
1109,Dímelo Flow,Pirueta,2020-04-24,0.7959999999999999,0.8490000000000001,2,-3.841,1,0.071,0.0457,0.0,0.155,0.784,81.025,10,7
1110,Urbøi,Para Lisa,2020-04-17,0.758,0.905,9,-3.1430000000000002,1,0.28800000000000003,0.574,0.00011599999999999999,0.222,0.81,179.96900000000002,58,3
1111,Alex Rose,"Mala (with Alex Rose, Dayme y El High, Brray)",2020-03-27,0.8759999999999999,0.525,6,-6.559,1,0.276,0.0128,7.4e-05,0.147,0.835,89.973,52,2
1112,J Balvin,Negro,2020-03-19,0.795,0.9109999999999999,0,-2.228,1,0.0875,0.0157,0.20600000000000002,0.131,0.8,164.081,75,3
1113,Guaynaa,Rompe Rodillas,2020-02-28,0.778,0.6509999999999999,6,-8.006,0,0.0508,0.132,0.0,0.0305,0.951,91.962,62,1
1114,Bad Bunny,Safaera,2020-02-28,0.607,0.8290000000000001,2,-4.074,1,0.379,0.0103,0.0,0.107,0.685,96.17200000000001,85,5
1115,Lenny Tavárez,La Pared 360,2020-02-06,0.777,0.6559999999999999,2,-5.8229999999999995,0,0.158,0.248,2.06e-06,0.139,0.833,168.10299999999998,71,1
1116,DJ Pedro Fuentes,Rompelo,2018-10-17,0.8909999999999999,0.815,7,-6.3260000000000005,1,0.11599999999999999,0.0328,4.44e-06,0.293,0.838,94.98200000000001,66,1
1117,Wisin & Yandel,Chica Bombastic,2019-10-18,0.777,0.754,8,-3.392,1,0.185,0.0384,0.0,0.0393,0.78,171.99200000000002,62,3
1118,Dimitri Vegas & Like Mike,Boomshakalaka - Dimitri Vegas & Like Mike vs. Afro Bros Radio Mix,2019-11-29,0.752,0.82,1,-2.9760000000000004,1,0.0461,0.0134,0.0008039999999999999,0.0692,0.8220000000000001,95.98700000000001,63,1
1119,DJ Luian,Música,2019-12-04,0.7879999999999999,0.82,1,-4.346,0,0.16899999999999998,0.22,0.00020299999999999997,0.0799,0.8540000000000001,177.92700000000002,63,3
1120,Zion & Lennox,Sistema,2019-12-06,0.7440000000000001,0.835,2,-3.3560000000000003,1,0.156,0.0434,0.0,0.0911,0.736,173.95,56,3
1121,Noriel,Piropo,2019-10-25,0.866,0.747,9,-5.747999999999999,1,0.0725,0.122,0.0218,0.0403,0.772,93.984,67,1
1122,Bad Bunny,Bichiyal,2020-02-28,0.737,0.7659999999999999,10,-4.242,0,0.0458,0.31,6.63e-06,0.114,0.662,93.956,78,1
1123,Omar Montes,Alocao (With Bad Gyal),2019-10-24,0.6729999999999999,0.752,11,-4.705,0,0.0567,0.214,1.53e-06,0.106,0.6990000000000001,178.005,68,1
1124,Jhay Cortez,Easy,2019-05-24,0.853,0.777,1,-4.023,0,0.0684,0.10099999999999999,0.000615,0.332,0.547,94.031,60,1
1125,Cosculluela,Dime A Ver,2019-08-23,0.741,0.7829999999999999,1,-3.287,0,0.395,0.278,0.0,0.11199999999999999,0.541,180.125,57,3
1126,Sebastian Yatra,Mañana No Hay Clase (24/7),2019-10-24,0.779,0.728,2,-2.5860000000000003,1,0.187,0.0191,0.0,0.266,0.8240000000000001,179.97099999999998,56,3
1127,El Coyote The Show,No Le Bajes,2019-10-18,0.799,0.86,10,-3.471,0,0.0919,0.102,0.0,0.0979,0.81,93.985,48,1
1128,Guaynaa,Chicharrón,2019-08-16,0.7340000000000001,0.789,10,-4.305,0,0.45399999999999996,0.445,9.059999999999999e-05,0.498,0.8109999999999999,76.182,64,1
1129,Rvfv,Mirándote,2019-06-18,0.6890000000000001,0.7390000000000001,0,-5.566,1,0.11199999999999999,0.23600000000000002,0.000147,0.111,0.473,106.447,0,7
1130,J Balvin,Bonita,2017-06-02,0.775,0.867,5,-1.5819999999999999,0,0.0414,0.0132,0.006840000000000001,0.278,0.8690000000000001,96.038,71,1
1131,Ozuna,El Desorden,2017-11-17,0.838,0.81,9,-3.175,0,0.0891,0.22,1.31e-05,0.0817,0.889,164.04,62,1
1132,Jory Boy,Detras De Ti (Remix) [feat. Ozuna],2016-12-02,0.77,0.7240000000000001,10,-4.801,0,0.154,0.0639,1.87e-05,0.3,0.8170000000000001,172.00599999999997,44,1
1133,DJ Yayo,Ella Quiere Hmm Haa Hmm,2016-08-16,0.847,0.8390000000000001,1,-2.313,1,0.0537,0.0234,0.000389,0.0829,0.37799999999999995,99.98100000000001,0,7
1134,Don Omar,Guaya Guaya,2015-06-16,0.7879999999999999,0.873,7,-2.322,1,0.11699999999999999,0.00607,0.0005200000000000001,0.0908,0.703,91.98100000000001,67,1
1135,Sky,Juraste,2017-11-25,0.64,0.77,5,-3.8760000000000003,1,0.196,0.153,0.0,0.121,0.797,82.1,0,7
1136,Sebastian Yatra,SUTRA,2017-10-13,0.747,0.732,9,-3.24,1,0.145,0.0471,0.0,0.159,0.887,180.112,56,3
1137,Zedd,The Middle,2018-01-23,0.753,0.657,7,-3.0610000000000004,1,0.0449,0.171,0.0,0.11199999999999999,0.43700000000000006,107.01,82,5
1138,Dua Lipa,Levitating (feat. DaBaby),2020-03-27,0.7020000000000001,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,79,1
1139,Maroon 5,Love Somebody,2012-01-01,0.675,0.79,1,-6.295,1,0.0369,0.129,0.0,0.121,0.423,120.015,57,5
1140,Justin Bieber,Friends (with BloodPop®),2017-08-17,0.743,0.735,8,-5.337000000000001,1,0.0382,0.00389,0.0,0.304,0.631,104.979,72,5
1141,Lauv,i'm so tired...,2020-03-06,0.599,0.733,11,-7.058,1,0.203,0.17600000000000002,0.0,0.242,0.534,102.211,81,5
1142,Jack Harlow,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",2020-06-24,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,88,1
1143,Chris Brown,Go Crazy,2020-05-08,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,88,5
1144,Taylor Swift,You Need To Calm Down,2019-08-23,0.7709999999999999,0.6709999999999999,2,-5.617000000000001,1,0.0553,0.009290000000000001,0.0,0.0637,0.7140000000000001,85.02600000000001,80,5
1145,Ava Max,Kings & Queens,2020-09-18,0.637,0.69,1,-4.0569999999999995,0,0.0405,0.007859999999999999,0.0,0.124,0.457,129.857,87,5
1146,Jawsh 685,Savage Love (Laxed - Siren Beat),2020-06-11,0.767,0.48100000000000004,0,-8.52,0,0.0803,0.23399999999999999,0.0,0.26899999999999996,0.7609999999999999,150.076,91,5
1147,benny blanco,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",2019-02-28,0.541,0.46799999999999997,10,-4.039,0,0.36200000000000004,0.40399999999999997,3.65e-06,0.358,0.69,95.266,72,1
1148,SHAED,Trampoline (with ZAYN),2019-12-27,0.619,0.45899999999999996,7,-5.782,0,0.0334,0.56,0.0,0.13699999999999998,0.498,126.803,67,0
1149,BENEE,Supalonely,2019-11-15,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.12300000000000001,0.8170000000000001,128.977,84,1
1150,Doja Cat,Say So,2019-11-07,0.787,0.6729999999999999,11,-4.577,0,0.158,0.256,3.57e-06,0.0904,0.7859999999999999,110.962,86,1
1151,Billie Eilish,bad guy,2019-03-29,0.701,0.425,7,-10.965,1,0.375,0.32799999999999996,0.13,0.1,0.562,135.128,88,2
1152,Shawn Mendes,Señorita,2019-06-19,0.759,0.5479999999999999,9,-6.0489999999999995,0,0.028999999999999998,0.0392,0.0,0.0828,0.7490000000000001,116.96700000000001,82,1
1153,Kygo,It Ain’t Me (with Selena Gomez),2017-02-17,0.64,0.5329999999999999,0,-6.596,1,0.0706,0.11900000000000001,0.0,0.0864,0.515,99.96799999999999,66,5
1154,5 Seconds of Summer,Youngblood,2018-06-15,0.596,0.8540000000000001,7,-5.114,0,0.46299999999999997,0.0169,0.0,0.124,0.152,120.274,82,2
1155,Arizona Zervas,ROXANNE,2019-10-10,0.621,0.601,6,-5.6160000000000005,0,0.14800000000000002,0.0522,0.0,0.46,0.457,116.735,87,1
1156,Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")",2019-07-26,0.6409999999999999,0.537,0,-5.452000000000001,0,0.0282,0.0875,9.05e-06,0.115,0.0681,112.86399999999999,80,5
1157,Galantis,Faith (with Dolly Parton) [feat. Mr. Probz],2019-10-25,0.547,0.795,8,-3.721,1,0.0489,0.145,0.0,0.11,0.723,118.118,69,1
1158,Lady Gaga,Stupid Love,2020-02-28,0.6759999999999999,0.815,8,-4.294,1,0.0625,0.00146,0.00041,0.275,0.7959999999999999,117.973,41,1
1159,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2018-09-28,0.8420000000000001,0.8009999999999999,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,79,1
1160,Lil Mosey,Blueberry Faygo,2020-02-07,0.774,0.5539999999999999,0,-7.909,1,0.0383,0.207,0.0,0.132,0.349,99.03399999999999,84,5
